ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
p4g-p4abbtagalternatecolors	mod	(WIP) P4A/BBTAG Alternate Colors	P4G	blivveries	07/18/2020	Skin	About<br>This will be a collection of skins for all Investigation Team members based on alternate palet ... 	<b>Updated 07/18/2020</b>	https://images.gamebanana.com/img/ss/wips/5f136500caa6d.jpg	https://gamebanana.com/wips/52145
p4g-orpheusmessiahandthanatos	mod	(WIP) Orpheus, Messiah, and Thanatos	P4G	MadMax1960	07/11/2020	Misc	Orpheus is done aside from the P4GMOdelConverter still being broke when it comes to converting actua ... 		https://images.gamebanana.com/img/ss/wips/5f09451ea2896.jpg	https://gamebanana.com/wips/52128
p4g-p4dancingallnightimports	mod	(WIP) P4 Dancing All Night Imports	P4G	Fewtch	08/28/2020	Skin	Models ported from the Vita version of Persona 4 Dancing All Night<br><br>Animations not representative of ... 	<b>Updated 08/28/2020</b>	https://images.gamebanana.com/img/ss/wips/5f48877a137af.jpg	https://gamebanana.com/wips/52082
p4g-yosukeromancefinished	mod	(WIP) Yosuke Romance (Finished)	P4G	MadMax1960	11/30/2020	Social Link	It's done: Yosuke Romance Mod	<b>Updated 11/30/2020</b>	https://images.gamebanana.com/img/ss/wips/5ef5571e50380.jpg	https://gamebanana.com/wips/52056
p4g-p4gmusicmanager	mod	(WIP) P4G Music Manager	P4G	T-Pose Ratkechi	06/24/2020	Misc	P4G Music Manager simplifies replacing Persona 4 Golden's music to just a few clicks! No messing aro ... 		https://images.gamebanana.com/img/ss/wips/5ef3b35149c62.jpg	https://gamebanana.com/wips/52048
p4g-discordrichpresenceforpersona4golden	mod	(WIP) Discord Rich Presence for Persona 4 Golden	P4G	CyclonX	06/23/2020	Misc	IMPORTANT: This project is currently on indefinite hiatus. There is a chance I may come back to it,  ... 		https://images.gamebanana.com/img/ss/wips/5ef1abed857c3.jpg	https://gamebanana.com/wips/52034
p4g-persona4arenagoldentheanimationremixes	mod	Persona 4 Arena/Golden The Animation remixes	P4G	CommunistSky	06/27/2021	Music	This mod replaces your battle and mini-boss music with remixes from Persona 4 Arena and Persona 4 Go ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/54329
p4g-kingdomheartsbgmforpersona4golden	mod	Kingdom Hearts BGM for Persona 4 Golden	P4G	Karasu	06/21/2021	Music Pack	A mod to fill in a bounty for Pixelguin (or Kechi), replacing all* the songs in Persona 4 Golden with various tracks from the Kingdom Hearts series.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/54122
p4g-smt3largemaprealworld	mod	SMT3 Large Map ~Real World~	P4G	Quantum_Dog	06/15/2021	Music	This replaces Your Affection with Shin Megami Tensei III Nocturne, Large Map ~Real World~<br><br>https://y ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/54003
p4g-acontestofaeonsremasterver	mod	A Contest of Aeons (Remaster ver.)	P4G	MonkeyChungus21	06/13/2021	Music	Replaces The Almighty with A Contest of Aeons from the Final Fantasy X Remaster.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/53948
p4g-shadowlordfromnierreplicantver122	mod	Shadowlord (from NieR Replicant ver. 1.22)	P4G	MonkeyChungus21	06/03/2021	Music	"No matter what, just know that...I love you"<br><br>Replaces Fog		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/53818
p4g-finalfantasyxiiimusicpack	mod	Final Fantasy XIII Music Pack	P4G	MonkeyChungus21	06/04/2021	Music Pack	This was originally supposed to be just battle music but I got carried away lol<br>____________________ ... 	<b>Updated 06/04/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/53801
p4g-persona5imaginingprojectmusicpack	mod	Persona 5 Imagining Project Music Pack	P4G	Warningdontread	05/13/2021	Music Pack	mirror mirror on the wall... A phrase from an old familiar tale beckons us to the fountain of illusions. The face of someone who looks like you…		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/53492
p4g-sophiasshopwithocassionallyhumming	mod	Sophia´s shop with ocassionally humming	P4G	DonMakila	04/11/2021	Music	Sophia shop with humming		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/52929
p4g-clubescapadedjwaka-p3dp5dset	mod	Club Escapade (DJ WAKA - P3D/P5D Set)	P4G	rudiger__gb	02/16/2021	Music	Introduction<br>This mod replaces the music that plays in Club Escapade with a looped DJ set of Persona ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51806
p4g-noicemusicpack	mod	Noice music pack	P4G	bachforza	02/16/2021	Music Pack	I don't replace every songs in this games, just 20 songs that i dislike<br>Replace dungeon themes and b ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51805
p4g-personaqmusicinbattlerotation	mod	Persona Q Music in Battle Rotation	P4G	Pixelguin	02/09/2021	Music	Fulfilling a request.<br><br>Adds "Light the Fire Up in the Night (P4 ver.)" and "Remember, We Got Your Ba ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51642
p4g-yosukesayspoggers	mod	Yosuke Says Poggers	P4G	kakarikis	02/07/2021	Misc	Replaces some (not all) of Yosuke's after-battle lines.<br><br>Install using Aemulus Package Manager		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51599
p4g-persona3musicpack	mod	Persona 3 Music Pack	P4G	alenisdone	01/20/2021	Music Pack	Replaces like 90% of the music in the game with songs from Persona 3, including ones from FES, Porta ... 	<b>Updated 01/20/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51206
p4g-truestoryovertimetomakehistory	mod	True Story over Time to Make History	P4G	wxnder	03/18/2021	Music	Replaces Time to Make History with True Story from Persona 4 the Golden Animation	<b>Updated 03/18/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51069
p4g-persona3-burnmydreadlastbattle	mod	Persona 3 - Burn My Dread (Last Battle)	P4G	TheNXTCypher	01/09/2021	Music	I really dislike the final boss theme in P4G, so I wanted to replace it with a Persona boss theme I  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51021
p4g-anepicpersona4goldenmusicmod	mod	An EPIC Persona 4 Golden Music Mod	P4G	Century_	01/09/2021	Music	So I've been doing some research on how to make music mods for Persona 4 Golden on PC, and thanks to ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/51005
p4g-moneymachineby100gecsforp4g	mod	money machine by 100 gecs for P4G	P4G	Krestel	12/27/2020	Music	Money Machine by 100 gecs, seamlessly looped to greatly enhance your Persona 4 experience. I recomme ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50824
p4g-bakamitaiovershirokupubmusic	mod	Baka Mitai over Shiroku Pub Music	P4G	swindlesmccoop	12/23/2020	Music	Basically, I made perfect loops of the different versions of Baka Mitai, filtered them, added the ba ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50778
p4g-reesespuffsmassdestruction	mod	Reese's Puffs Mass Destruction	P4G	pirklaser	12/20/2020	Music	Replaces Reach Out to the Truth with a Mass Destruction/Reese's Puffs mashup. Part of a balanced bre ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50700
p4g-thegenesisfinalbosstheme-loopfix	mod	"The Genesis" (Final Boss Theme) - Loop Fix	P4G	rudiger__gb	12/01/2020	Music	Introduction<br>This mod adjusts the final boss theme in Persona 4 Golden, "The Genesis" to make it loo ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50438
p4g-timetomakehistory-specialmix-	mod	Time to Make History -special mix-	P4G	alenisdone	11/16/2020	Music	Replaces the normal version of Time to Make History with the remix from 'Persona 4 the Golden ANIMAT ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50177
p4g-massdestructionpersonamusiclive2009ver	mod	Mass Destruction (Persona Music Live 2009 ver.)	P4G	alenisdone	11/16/2020	Music	Replaces one (or both, if you want) of the battle tracks with the live version of Mass Destruction.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50161
p4g-yakuza7likeadragonbattlethemeyokohama	mod	Yakuza 7 Like A Dragon Battle Theme (Yokohama)	P4G	arisato_2009	11/12/2020	Music	To celebrate Yakuza 7's release, I decided to put the Yokohama battle theme from the game		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/50074
p4g-mainjojobattletheme	mod	Main Jojo Battle Theme	P4G	maramstratos	11/06/2020	Music Pack	Battle music replacement from main jojo's themes<br><br>This music pack consist of:<br><br>• Stardust Crusader<br>• ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49991
p4g-delicatemusictweaks	mod	Delicate Music Tweaks	P4G	Pixelguin	05/28/2021	Music	Introduction<br><br>This is a small collection of music changes intended to enhance Persona 4 Golden for f ... 	<b>Updated 05/28/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49693
p4g-timetomakehistorybetamix	mod	Time to make History (Beta Mix)	P4G	Orgamorsh	09/27/2020	Music	This is a mashup of Time to Make History and We Are Number One. This was made by SilvaGunner.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49467
p4g-reachouttothetruth-omarupolkavocals	mod	Reach out to the Truth - Omaru Polka Vocals	P4G	MUTANTWIZARD	09/10/2020	Music	Hololive VTuber Omaru Polka uploaded a video of herself singing Reach out to the Truth, I knew what  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49173
p4g-anotheredenchronocrossp4pack	mod	Another eden + Chrono Cross + P4 Pack	P4G	SCArkadia	09/06/2020	Music Pack	This is a complete collection of Another Eden music game and has been matched and replaced with Pers ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49127
p4g-rickastley-nevergonnagiveyouup	mod	Rick Astley - Never Gonna Give You Up	P4G	Prince_Kijigo	09/02/2020	Music	This song replaces almost every song with Never Gonna Give You Up.<br><br>quite fun when I tell you.<br><br>load ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49023
p4g-persona3battlemix	mod	Persona 3 Battle Mix	P4G	Prince_Kijigo	09/02/2020	Music Pack	This small music pack replaces Reach Out To The Truth, Time To Make History, and Period with Mass De ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/49022
p4g-everyvoicelineispoggers	mod	Every Voiceline is Poggers	P4G	Tupelov	08/30/2020	Misc	Every voiceline is poggers.<br><br>Read the readme for instructions(requires cheat engine)<br><br>(Theres also s ... 	<b>Updated 08/30/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48972
p4g-persona4goldenjpvoicelinesfromvita	mod	Persona 4 Golden JP voice lines from Vita	P4G	Bakemono	08/22/2020	Misc	Welcome to the Midnight Channel. Now without earrape.<br><br>This is Japanese voice lines files repacked f ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48804
p4g-communityremixpack	mod	Community Remix Pack	P4G	alliekyarasu	08/19/2020	Music Pack	This mod replaces the Soundtrack with some Remixes and Covers made by artists of the community<br><br>Trac ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48754
p4g-persona4goldenlive	mod	Persona 4 Golden: Live!	P4G	SeaGuardian	10/04/2020	Music Pack	This mod replaces various songs in Persona 4 Golden's soundtrack with their live performance counter ... 	<b>Updated 10/04/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48741
p4g-marioandluigibisostinp4g	mod	Mario and Luigi BiS OST in P4G	P4G	SkewerMan	08/24/2020	Music	Get into the groove with Mario and Luigi Bowser's Inside Story OST taking over! Relive the greatest  ... 	<b>Updated 08/24/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48729
p4g-signsoflove-nevermore	mod	Signs of Love - Never More	P4G	Prince_Kijigo	08/16/2020	Music	This mod replaces Signs of Love (Dojima Residence) with a newer version from the <br>Never More - Reinc ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48704
p4g-yakuzabattlemusicpack	mod	Yakuza Battle Music Pack	P4G	alenisdone	09/05/2020	Music Pack	Back at it again with another music pack as this is the extent of my abilities as a modder.<br><br>Include ... 	<b>Updated 09/05/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48589
p4g-duelofthefates-starwarsepisode1	mod	Duel of the Fates - Star Wars Episode 1	P4G	arisato_2009	08/10/2020	Music	The Final Battle theme from Episode 1!, Now you have the high ground against Adachi (even tho that o ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48576
p4g-p4djunesthemefilteredversion	mod	P4D Junes Theme (filtered version)	P4G	LinKKaDinKK	09/14/2020	Music	A music mod that changes the original Junes theme into the Persona 4 Dancing All Night version edite ... 	<b>Updated 09/14/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48549
p4g-deadjazz-japaneseaudiozipzooming	mod	[DEAD] JAZZ - Japanese Audio Zip Zooming	P4G	aleves	08/07/2020	Misc	About<br>JAZZ - Japanese Audio Zip Zooming<br>Wellwellwell, this became outdated reaaal quick. Check out t ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48508
p4g-persona4golden-reincarnationmusicpack	mod	Persona 4 Golden - Reincarnation Music Pack	P4G	Prince_Kijigo	08/18/2020	Music Pack	This is a music pack that renews the soundtrack of Persona 4 Golden with newer tracks from later ins ... 	<b>Updated 08/18/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48481
p4g-p4animebattletheme	mod	P4 Anime Battle Theme	P4G	arisato_2009	08/03/2020	Music	Used in the Persona 4 anime which i recall it was only used in Yukiko's Castle and Naoto's Secret Ba ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48448
p4g-mutethemusicking	mod	Mute the Music King	P4G	SeaGuardian	08/01/2020	Misc	This mod mutes the Music King in the Yasovision section of the TV Listings. It works with both Engli ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48414
p4g-jojodecisivebattle	mod	JoJo Decisive Battle	P4G	arisato_2009	08/01/2020	Music			https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48405
p4g-soundsforthesupermarket1overthemeofjunes	mod	"Sounds For The Supermarket 1" over Theme of Junes	P4G	SimonFoxcoon	08/01/2020	Misc	From "Sounds for the Supermarket"		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48402
p4g-devilmaycrybattlemusicpack	mod	Devil May Cry Battle Music Pack	P4G	alenisdone	09/11/2020	Music Pack	Replaces the battle tracks and victory music with songs from the Devil May Cry series.<br><br>DMC1<br>Reach O ... 	<b>Updated 09/11/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48376
p4g-yakuza1battletheme	mod	Yakuza 1 Battle Theme	P4G	arisato_2009	07/28/2020	Music	The battle theme from the first Yakuza theme<br>Has both the PS2 Original version and the Kiwami versio ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48326
p4g-breakinthrough-personatrinitysoul	mod	Breakin' Through - Persona Trinity Soul	P4G	Nukapool	07/28/2020	Music	This song replaces "Reach Out To The Truth [Battle Advantage]" with "Breakin' Through" from the Pers ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48313
p4g-smtivbossthemeb2	mod	SMT IV Boss Theme (b2)	P4G	arisato_2009	07/27/2020	Music	behold, the xylophone boss theme		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48310
p4g-smtraidou1battletheme	mod	SMT Raidou 1 Battle Theme	P4G	arisato_2009	07/27/2020	Music	le samurai cop theme go brrrrrr		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48309
p4g-persona4thefaithfulmusicpack	mod	Persona 4: The Faithful Music Pack	P4G	SeaGuardian	12/31/2020	Music Pack	The Faithful Music Pack aims to create a fresh listening experience for Persona 4 Golden, using a co ... 	<b>Updated 12/31/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48308
p4g-raidoukuzunoha1battlethemeleveluptheme	mod	Raidou Kuzunoha 1 Battle Theme + Level Up theme	P4G	MUTANTWIZARD	07/26/2020	Music	Use the P4G Music Manager to install: https://gamebanana.com/tools/6835<br><br>This is the battle theme an ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48283
p4g-smtnocturnenormalbattleallguitarsolos	mod	SMT Nocturne Normal Battle (all guitar solos)	P4G	MUTANTWIZARD	07/26/2020	Music	My fate is a haunted curse Please! I'm just a human being. Effort doesn't press onto me. Please, make this a real world.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48282
p4g-thealmighty-gillxvanillaremix	mod	The Almighty - GILLxVanilla Remix	P4G	INSBDominator	07/24/2020	Music	This mod is a special mix of The Almighty with the acoustic bridge from GILL Studio's 'The Almighty  ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48257
p4g-smt3fiercebattle	mod	SMT 3 Fierce Battle	P4G	arisato_2009	07/23/2020	Music	ONE MORE GOD REJECTED<br>I AM THE BUG INSIDE YOU<br><br>I have no ownership to this music, All rights of this ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48247
p4g-sanctuaryguardianfromearthboundwhat	mod	Sanctuary Guardian from Earthbound (WHAT)	P4G	arisato_2009	07/23/2020	Music	do-dee-do-dee-doo..  dooo-dooo<br><br>I have no ownership to this music, All rights of this belong to it's ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48245
p4g-thealmightylivesaxversion	mod	The Almighty (Live/Sax Version)	P4G	arisato_2009	07/23/2020	Music	This is the 2008 Velvet Room live version of The Almighty, Which has the Sax parts and a more "explo ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48240
p4g-ariaofthesoulssbu	mod	Aria of The Soul SSBU (全ての人の魂の詩)	P4G	larxeus6089	07/22/2020	Music Pack	This is a simple sound mod to replace The Poem of Everyone's Soul in the Velvet Room to a more recen ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48234
p4g-p3changingseasonswithnofrench	mod	P3 Changing Seasons with No French	P4G	Bananers	07/22/2020	Music	A version of Changing Seasons from Persona 3 if you were bothered by the French in the middle of it. ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48232
p4g-alternatereachouttothetruthtracks	mod	Alternate "Reach out To the Truth" Tracks	P4G	Foron	07/24/2020	Music	This mod replaces the battle music when you get an advantageous position normal battles with a diffe ... 	<b>Updated 07/24/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48221
p4g-p3mp4gp5rmusicpackpreset	mod	P3/M/P4G/P5R Music Pack Preset	P4G	Takanobu	09/07/2020	Music Pack	This is the music preset that I personally use in my playthrough with P4G Music Manager.<br><br>Tracks tha ... 	<b>Updated 09/07/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48177
p4g-p1pspsmallmusicpack	mod	P1 PSP Small Music Pack	P4G	Warningdontread	07/18/2020	Music Pack	A small music swap from Shin Megami Tensei Persona for the PSP I made for personal use that I decide ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48166
p4g-p5rtakeovertheconsoulsfeatsapphire	mod	P5R Take Over The Consouls feat Sapphire	P4G	Takanobu	07/14/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48095
p4g-sametimesamefeelingpersona4dancing	mod	Same time, Same feeling (Persona 4 Dancing)	P4G	Hella_Flamey	07/14/2020	Music	Includes "Same time, Same Feeling" from Persona 4: Dancing All Night.<br>This is the song that plays du ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48094
p4g-alljojointrosmusicpack	mod	All Jojo Intros Music Pack	P4G	ZaksBarber	07/12/2020	Music Pack	All jojo openings to be used with the persona 4 music manager.		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48064
p4g-awayoflifedeepinsidemymindmixp3p	mod	A Way of Life & Deep Inside My Mind Mix(P3P)	P4G	TroidX	07/12/2020	Music	Includes "A Way of Life" and "A Way of Life -Deep inside my Mind Remix-" from Persona 3 Portable.<br>It ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48059
p4g-thealmightywpianointro	mod	The Almighty w/ Piano Intro	P4G	MUTANTWIZARD	07/10/2020	Music Pack	Use the P4G Music Manager to install: https://gamebanana.com/tools/6835<br><br>This is a small modificatio ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48045
p4g-battlethemeswap	mod	Battle Theme Swap	P4G	MUTANTWIZARD	07/10/2020	Music Pack	Use the P4G Music Manager to install: https://gamebanana.com/tools/6835<br><br>This mod will swap the song ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48043
p4g-p5rletsgofeatherman	mod	P5R Let's Go Featherman!	P4G	Takanobu	07/09/2020	Misc	Unleash your inner featherman!<br><br>Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\song ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48042
p4g-catherinethewolveswereborntobe	mod	Catherine The Wolves We're Born To Be!	P4G	Takanobu	07/09/2020	Misc	I only found this bop today. I'm sad now.<br><br>Place .p4g file into "songs" folder. "D:\User\P4G Music M ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48041
p4g-mgrrtheonlythingiknowforreal	mod	MGRR The Only Thing I Know For Real	P4G	Takanobu	07/09/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48031
p4g-aotappleseed	mod	AOT Apple Seed	P4G	Takanobu	07/09/2020	Misc	Mixed both instrumental and vocal version together.<br><br>Place .p4g file into "songs" folder. "D:\User\P ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48029
p4g-dbsunbreakabledetermination	mod	DBS Unbreakable Determination	P4G	Takanobu	07/09/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48027
p4g-persona2songselections	mod	Persona 2 Song Selections	P4G	gb_camera	07/08/2020	Music	Currently includes two songs:<br>• The main Velvet Room theme from the PSX Persona 2 duology (sourced f ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48009
p4g-pqlightthefireupinthenightacapellaver	mod	PQ Light The Fire Up In The Night A Capella Ver	P4G	Takanobu	07/08/2020	Misc	Requested by  Woomy<br><br>Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .w ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48008
p4g-p5lifewillchange	mod	P5 Life Will Change	P4G	Takanobu	07/08/2020	Misc	Requested by  demon-citrus<br><br>It was a tough one to loop.<br><br>Place .p4g file into "songs" folder. "D:\Us ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48007
p4g-ssbuillfacemyself	mod	SSBU I'll Face Myself	P4G	Takanobu	07/07/2020	Misc	Requested by soniczx123<br><br>Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Plac ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48003
p4g-p4aconfusedsmog	mod	P4A Confused Smog	P4G	Takanobu	07/07/2020	Misc	Requested by T-Pose Ratkechi<br><br>Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs" ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/48000
p4g-p3personainvocationandshadowmix	mod	P3 Persona Invocation and Shadow Mix	P4G	Takanobu	07/07/2020	Misc	Since both tracks are so similar, I thought I should mix them into a one soundtrack.<br><br>Place .p4g fil ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47999
p4g-nabirthofawish	mod	NA Birth of a Wish	P4G	Takanobu	07/06/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47988
p4g-navaguehope-coldrain	mod	NA Vague Hope - Cold Rain	P4G	Takanobu	07/06/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 		https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47985
p4g-p5ridealandthereal	mod	P5R Ideal and The Real	P4G	Takanobu	07/06/2020	Misc	Place .p4g file into "songs" folder. "D:\User\P4G Music Manager\songs"<br>Place .wav file in a separate ... 	<b>Updated 07/06/2020</b>	https://media.discordapp.net/attachments/792245872259235850/842426608882679818/P4GSound.png	https://gamebanana.com/sounds/47981
